id,label_int,teacher_logit,teacher_prob,teacher_soft_target
TRAIN_0001,1,2.92578125,0.9491062801381662,0.9491062801381662
TRAIN_0002,1,3.134765625,0.9583042305755448,0.9583042305755447
TRAIN_0003,1,3.16796875,0.9596109312691484,0.9596109312691483
TRAIN_0004,1,3.009765625,0.9530133603823692,0.9530133603823691
TRAIN_0005,0,-2.96484375,0.0490396250107655,0.04903962501076556
TRAIN_0006,1,-0.97998046875,0.2728956591029761,0.27289565910297614
TRAIN_0007,1,3.240234375,0.9623206087688784,0.9623206087688783
TRAIN_0008,1,3.23046875,0.9619649074673172,0.9619649074673171
TRAIN_0009,1,2.98046875,0.9516839297321508,0.9516839297321508
TRAIN_0010,0,-2.947265625,0.0498659049797985,0.04986590497979859
TRAIN_0011,1,3.177734375,0.9599877311118368,0.9599877311118368
TRAIN_0012,0,-2.99609375,0.0476026568099192,0.0476026568099192
TRAIN_0013,1,3.240234375,0.9623206087688784,0.9623206087688783
TRAIN_0014,1,3.1796875,0.9600626857930734,0.9600626857930734
TRAIN_0015,1,2.98828125,0.9520418961921002,0.9520418961921002
TRAIN_0016,1,3.140625,0.9585377272885904,0.9585377272885904
TRAIN_0017,0,-2.994140625,0.0476912832235984,0.04769128322359844
TRAIN_0018,1,3.158203125,0.959230733755612,0.9592307337556119
TRAIN_0019,1,3.1171875,0.9575961713681532,0.9575961713681533
TRAIN_0020,0,-3.03515625,0.0458626641565421,0.04586266415654218
TRAIN_0021,1,3.111328125,0.957357608127398,0.957357608127398
TRAIN_0022,0,-2.962890625,0.0491307887541007,0.04913078875410071
TRAIN_0023,0,-2.927734375,0.0507994597036899,0.050799459703689945
TRAIN_0024,0,-2.955078125,0.0494970532328032,0.04949705323280327
TRAIN_0025,0,-2.8359375,0.0554127943817691,0.05541279438176918
TRAIN_0026,0,-2.998046875,0.0475141868764967,0.0475141868764967
TRAIN_0027,0,-2.953125,0.0495890229840317,0.049589022984031735
TRAIN_0028,1,3.203125,0.9609517072737735,0.9609517072737735
TRAIN_0029,1,3.138671875,0.9584600343879384,0.9584600343879385
TRAIN_0030,1,3.13671875,0.958382202225562,0.9583822022255619
TRAIN_0031,0,-3.044921875,0.0454372176446394,0.04543721764463945
TRAIN_0032,0,-2.9921875,0.0477800663635707,0.04778006636357074
TRAIN_0033,1,3.197265625,0.9607312480728336,0.9607312480728336
TRAIN_0034,1,3.201171875,0.9608783531246672,0.9608783531246672
TRAIN_0035,0,-2.8359375,0.0554127943817691,0.05541279438176918
TRAIN_0036,0,-2.830078125,0.0557202871971748,0.05572028719717483
TRAIN_0037,1,3.185546875,0.9602867432263156,0.9602867432263157
TRAIN_0038,1,3.1484375,0.9588471107825552,0.9588471107825551
TRAIN_0039,1,3.048828125,0.9547319063567952,0.9547319063567953
TRAIN_0040,0,-2.8359375,0.0554127943817691,0.05541279438176918
TRAIN_0041,0,-3.009765625,0.0469866396176308,0.04698663961763089
TRAIN_0042,0,-3.015625,0.0467249586260924,0.04672495862609241
TRAIN_0043,0,-2.912109375,0.0515581895242745,0.05155818952427454
TRAIN_0044,1,3.134765625,0.9583042305755448,0.9583042305755447
TRAIN_0045,0,-2.953125,0.0495890229840317,0.049589022984031735
TRAIN_0046,0,-3.001953125,0.0473377154676376,0.04733771546763761
TRAIN_0047,1,3.19140625,0.9605095953512194,0.9605095953512194
TRAIN_0048,0,-2.962890625,0.0491307887541007,0.04913078875410071
TRAIN_0049,0,-2.994140625,0.0476912832235984,0.04769128322359844
TRAIN_0050,1,3.30859375,0.9647224530933884,0.9647224530933884
TRAIN_0051,1,3.1796875,0.9600626857930734,0.9600626857930734
TRAIN_0052,1,3.013671875,0.9531879687361164,0.9531879687361164
TRAIN_0053,0,-3.0,0.0474258731775667,0.04742587317756678
TRAIN_0054,1,3.177734375,0.9599877311118368,0.9599877311118368
TRAIN_0055,0,-2.994140625,0.0476912832235984,0.04769128322359844
TRAIN_0056,0,-3.001953125,0.0473377154676376,0.04733771546763761
TRAIN_0057,1,3.21484375,0.961389068531974,0.961389068531974
TRAIN_0058,0,-2.94140625,0.0501442513887712,0.050144251388771224
